      Lon      Lat    Year    ForestAge      ForestH      ForestD    ForestCWD   NaturalAge     NaturalH     NaturalD   NaturalCWD    BarrenAge      BarrenH      BarrenD    BarrenCWD
     9.75    49.75    2000        0.002        0.007        0.003        0.429        2.486        1.789        1.366        0.195        0.000        0.000        0.000        0.000
     9.75    49.75    2001        0.000        0.003        0.000        0.430        2.507        1.783        1.391        0.192        0.000        0.000        0.000        0.000
     9.75    49.75    2002        0.002        0.005        0.001        0.428        2.525        1.790        1.394        0.188        0.000        0.000        0.000        0.000
     9.75    49.75    2003        0.000        0.005        0.002        0.428        2.551        1.781        1.395        0.187        0.000        0.000        0.000        0.000
     9.75    49.75    2004        0.000        0.004        0.000        0.430        2.567        1.774        1.390        0.185        0.000        0.000        0.000        0.000
     9.75    49.75    2005        0.000        0.004        0.000        0.430        2.582        1.767        1.385        0.181        0.000        0.000        0.000        0.000
     9.75    49.75    2006        0.000        0.011        0.003        0.429        2.527        1.758        1.391        0.176        0.000        0.000        0.000        0.000
     9.75    49.75    2007        0.000        0.010        0.002        0.425        2.469        1.754        1.400        0.173        0.000        0.000        0.000        0.000
     9.75    49.75    2008        0.001        0.010        0.002        0.423        2.461        1.750        1.401        0.167        0.000        0.000        0.000        0.000
     9.75    49.75    2009        0.001        0.005        0.000        0.420        2.428        1.738        1.395        0.167        0.000        0.000        0.000        0.000
     9.75    49.75    2010        0.000        0.004        0.000        0.423        2.479        1.723        1.420        0.202        0.000        0.000        0.000        0.000
     9.75    49.75    2011        0.000        0.005        0.002        0.437        2.491        1.724        1.422        0.212        0.000        0.000        0.000        0.000
     9.75    49.75    2012        0.001        0.007        0.000        0.437        2.510        1.735        1.414        0.210        0.000        0.000        0.000        0.000
     9.75    49.75    2013        0.000        0.008        0.000        0.440        2.564        1.715        1.403        0.211        0.000        0.000        0.000        0.000
     9.75    49.75    2014        0.001        0.012        0.001        0.438        2.588        1.718        1.412        0.209        0.000        0.000        0.000        0.000
     9.75    49.75    2015        0.001        0.011        0.002        0.439        2.606        1.699        1.410        0.207        0.000        0.000        0.000        0.000
     9.75    49.75    2016        0.001        0.008        0.001        0.440        2.570        1.689        1.462        0.206        0.000        0.000        0.000        0.000
     9.75    49.75    2017        0.001        0.005        0.001        0.443        2.436        1.676        1.478        0.208        0.000        0.000        0.000        0.000
     9.75    49.75    2018        0.002        0.011        0.002        0.438        2.492        1.725        1.494        0.213        0.000        0.000        0.000        0.000
     9.75    49.75    2019        0.002        0.015        0.002        0.434        2.558        1.732        1.494        0.218        0.000        0.000        0.000        0.000
     9.75    49.75    2020        0.003        0.015        0.002        0.427        2.652        1.744        1.485        0.214        0.000        0.000        0.000        0.000
     9.75    49.75    2021        0.003        0.015        0.006        0.426        2.615        1.769        1.489        0.274        0.000        0.000        0.000        0.000
     9.75    49.75    2022        0.004        0.019        0.004        0.422        2.621        1.764        1.487        0.280        0.000        0.000        0.000        0.000
     9.75    49.75    2023        0.010        0.023        0.004        0.425        2.668        1.794        1.500        0.284        0.000        0.000        0.000        0.000
     9.75    49.75    2024        0.009        0.018        0.007        0.418        2.655        1.835        1.497        0.300        0.000        0.000        0.000        0.000
     9.75    49.75    2025        0.006        0.014        0.006        0.419        2.664        1.859        1.499        0.300        0.000        0.000        0.000        0.000
     9.75    49.75    2026        0.006        0.012        0.007        0.415        2.667        1.840        1.496        0.292        0.000        0.000        0.000        0.000
     9.75    49.75    2027        0.011        0.017        0.008        0.407        2.568        1.875        1.539        0.287        0.000        0.000        0.000        0.000
     9.75    49.75    2028        0.008        0.013        0.007        0.405        2.622        1.835        1.540        0.281        0.000        0.000        0.000        0.000
     9.75    49.75    2029        0.008        0.013        0.011        0.393        2.611        1.800        1.541        0.279        0.000        0.000        0.000        0.000
     9.75    49.75    2030        0.010        0.015        0.012        0.386        2.658        1.792        1.575        0.276        0.000        0.000        0.000        0.000
     9.75    49.75    2031        0.009        0.013        0.010        0.379        2.596        1.823        1.581        0.295        0.000        0.000        0.000        0.000
     9.75    49.75    2032        0.010        0.015        0.010        0.384        2.602        1.831        1.584        0.286        0.000        0.000        0.000        0.000
     9.75    49.75    2033        0.011        0.019        0.011        0.377        2.641        1.878        1.586        0.281        0.000        0.000        0.000        0.000
     9.75    49.75    2034        0.012        0.014        0.014        0.373        2.623        1.883        1.579        0.274        0.000        0.000        0.000        0.000
     9.75    49.75    2035        0.012        0.016        0.014        0.376        2.632        1.876        1.587        0.272        0.000        0.000        0.000        0.000
     9.75    49.75    2036        0.014        0.019        0.016        0.374        2.616        1.887        1.595        0.265        0.000        0.000        0.000        0.000
     9.75    49.75    2037        0.012        0.019        0.021        0.375        2.514        1.891        1.611        0.259        0.000        0.000        0.000        0.000
     9.75    49.75    2038        0.012        0.014        0.025        0.364        2.565        1.895        1.606        0.254        0.000        0.000        0.000        0.000
     9.75    49.75    2039        0.014        0.017        0.013        0.362        2.552        1.911        1.609        0.254        0.000        0.000        0.000        0.000
     9.75    49.75    2040        0.013        0.016        0.011        0.365        2.655        1.918        1.608        0.249        0.000        0.000        0.000        0.000
     9.75    49.75    2041        0.013        0.025        0.013        0.380        2.588        1.919        1.613        0.249        0.000        0.000        0.000        0.000
     9.75    49.75    2042        0.014        0.018        0.010        0.381        2.590        1.918        1.613        0.244        0.000        0.000        0.000        0.000
     9.75    49.75    2043        0.013        0.018        0.010        0.382        2.616        1.900        1.612        0.240        0.000        0.000        0.000        0.000
     9.75    49.75    2044        0.014        0.024        0.011        0.372        2.606        1.915        1.613        0.234        0.000        0.000        0.000        0.000
     9.75    49.75    2045        0.014        0.021        0.009        0.367        2.622        1.891        1.577        0.227        0.000        0.000        0.000        0.000
     9.75    49.75    2046        0.017        0.023        0.009        0.363        2.633        1.866        1.576        0.223        0.000        0.000        0.000        0.000
     9.75    49.75    2047        0.015        0.020        0.007        0.367        2.558        1.876        1.574        0.225        0.000        0.000        0.000        0.000
     9.75    49.75    2048        0.014        0.018        0.008        0.368        2.627        1.929        1.569        0.219        0.000        0.000        0.000        0.000
     9.75    49.75    2049        0.015        0.019        0.008        0.360        2.593        1.920        1.559        0.211        0.000        0.000        0.000        0.000
     9.75    49.75    2050        0.015        0.020        0.009        0.349        2.729        1.928        1.561        0.207        0.000        0.000        0.000        0.000
     9.75    49.75    2051        0.017        0.021        0.010        0.341        2.655        1.886        1.557        0.202        0.000        0.000        0.000        0.000
     9.75    49.75    2052        0.019        0.022        0.010        0.339        2.675        1.893        1.548        0.198        0.000        0.000        0.000        0.000
     9.75    49.75    2053        0.017        0.026        0.011        0.337        2.720        1.901        1.550        0.199        0.000        0.000        0.000        0.000
     9.75    49.75    2054        0.017        0.026        0.011        0.342        2.700        1.916        1.555        0.192        0.000        0.000        0.000        0.000
     9.75    49.75    2055        0.018        0.027        0.011        0.340        2.686        1.915        1.554        0.189        0.000        0.000        0.000        0.000
     9.75    49.75    2056        0.017        0.025        0.011        0.333        2.743        1.929        1.557        0.180        0.000        0.000        0.000        0.000
     9.75    49.75    2057        0.022        0.030        0.013        0.331        2.645        1.925        1.564        0.177        0.000        0.000        0.000        0.000
     9.75    49.75    2058        0.018        0.019        0.015        0.323        2.694        1.919        1.552        0.174        0.000        0.000        0.000        0.000
     9.75    49.75    2059        0.019        0.022        0.014        0.316        2.639        1.860        1.556        0.174        0.000        0.000        0.000        0.000
     9.75    49.75    2060        0.019        0.026        0.015        0.319        2.696        1.868        1.550        0.172        0.000        0.000        0.000        0.000
     9.75    49.75    2061        0.020        0.024        0.017        0.311        2.728        1.887        1.547        0.168        0.000        0.000        0.000        0.000
     9.75    49.75    2062        0.022        0.026        0.016        0.302        2.720        1.911        1.520        0.163        0.000        0.000        0.000        0.000
     9.75    49.75    2063        0.022        0.034        0.020        0.310        2.757        1.929        1.531        0.201        0.000        0.000        0.000        0.000
     9.75    49.75    2064        0.023        0.030        0.020        0.326        2.760        1.936        1.532        0.197        0.000        0.000        0.000        0.000
     9.75    49.75    2065        0.023        0.035        0.022        0.337        2.745        1.895        1.485        0.192        0.000        0.000        0.000        0.000
     9.75    49.75    2066        0.024        0.031        0.022        0.335        2.787        1.901        1.487        0.185        0.000        0.000        0.000        0.000
     9.75    49.75    2067        0.025        0.034        0.022        0.327        2.666        1.914        1.484        0.181        0.000        0.000        0.000        0.000
     9.75    49.75    2068        0.027        0.031        0.024        0.320        2.735        1.917        1.484        0.175        0.000        0.000        0.000        0.000
     9.75    49.75    2069        0.028        0.034        0.025        0.309        2.666        1.916        1.492        0.167        0.000        0.000        0.000        0.000
     9.75    49.75    2070        0.031        0.034        0.027        0.300        2.693        1.936        1.490        0.167        0.000        0.000        0.000        0.000
     9.75    49.75    2071        0.033        0.036        0.031        0.296        2.678        1.932        1.502        0.162        0.000        0.000        0.000        0.000
     9.75    49.75    2072        0.033        0.036        0.031        0.292        2.739        1.899        1.503        0.160        0.000        0.000        0.000        0.000
     9.75    49.75    2073        0.034        0.040        0.037        0.290        2.713        1.906        1.514        0.156        0.000        0.000        0.000        0.000
     9.75    49.75    2074        0.034        0.041        0.037        0.287        2.731        1.907        1.543        0.149        0.000        0.000        0.000        0.000
     9.75    49.75    2075        0.036        0.039        0.041        0.275        2.733        1.919        1.548        0.143        0.000        0.000        0.000        0.000
     9.75    49.75    2076        0.041        0.045        0.038        0.274        2.698        1.935        1.543        0.146        0.000        0.000        0.000        0.000
     9.75    49.75    2077        0.041        0.041        0.038        0.275        2.586        1.899        1.537        0.139        0.000        0.000        0.000        0.000
     9.75    49.75    2078        0.042        0.045        0.040        0.275        2.603        1.929        1.543        0.139        0.000        0.000        0.000        0.000
     9.75    49.75    2079        0.044        0.046        0.043        0.270        2.582        1.945        1.545        0.136        0.000        0.000        0.000        0.000
     9.75    49.75    2080        0.045        0.047        0.044        0.263        2.672        1.958        1.550        0.132        0.000        0.000        0.000        0.000
     9.75    49.75    2081        0.047        0.048        0.050        0.259        2.678        1.983        1.548        0.128        0.000        0.000        0.000        0.000
     9.75    49.75    2082        0.048        0.051        0.049        0.254        2.688        1.986        1.549        0.126        0.000        0.000        0.000        0.000
     9.75    49.75    2083        0.051        0.054        0.052        0.251        2.702        2.006        1.545        0.123        0.000        0.000        0.000        0.000
     9.75    49.75    2084        0.052        0.055        0.051        0.254        2.696        1.999        1.607        0.120        0.000        0.000        0.000        0.000
     9.75    49.75    2085        0.052        0.056        0.051        0.249        2.729        2.000        1.608        0.114        0.000        0.000        0.000        0.000
     9.75    49.75    2086        0.054        0.064        0.048        0.238        2.672        1.999        1.606        0.114        0.000        0.000        0.000        0.000
     9.75    49.75    2087        0.057        0.062        0.054        0.232        2.592        2.003        1.604        0.112        0.000        0.000        0.000        0.000
     9.75    49.75    2088        0.058        0.062        0.052        0.230        2.594        2.015        1.613        0.110        0.000        0.000        0.000        0.000
     9.75    49.75    2089        0.057        0.060        0.052        0.234        2.611        2.015        1.610        0.106        0.000        0.000        0.000        0.000
     9.75    49.75    2090        0.061        0.071        0.055        0.235        2.669        2.009        1.593        0.105        0.000        0.000        0.000        0.000
     9.75    49.75    2091        0.065        0.072        0.058        0.240        2.652        1.995        1.590        0.137        0.000        0.000        0.000        0.000
     9.75    49.75    2092        0.066        0.077        0.055        0.243        2.643        1.926        1.591        0.134        0.000        0.000        0.000        0.000
     9.75    49.75    2093        0.082        0.092        0.070        0.238        2.701        1.926        1.597        0.136        0.000        0.000        0.000        0.000
     9.75    49.75    2094        0.083        0.091        0.069        0.241        2.706        1.936        1.588        0.133        0.000        0.000        0.000        0.000
     9.75    49.75    2095        0.084        0.094        0.068        0.245        2.715        1.931        1.587        0.129        0.000        0.000        0.000        0.000
     9.75    49.75    2096        0.083        0.092        0.073        0.241        2.695        1.959        1.629        0.124        0.000        0.000        0.000        0.000
     9.75    49.75    2097        0.083        0.090        0.073        0.237        2.624        1.954        1.630        0.120        0.000        0.000        0.000        0.000
     9.75    49.75    2098        0.085        0.098        0.079        0.231        2.624        1.951        1.631        0.118        0.000        0.000        0.000        0.000
     9.75    49.75    2099        0.088        0.098        0.075        0.222        2.619        1.950        1.643        0.116        0.000        0.000        0.000        0.000
     9.75    49.75    2100        0.094        0.102        0.076        0.219        2.679        1.933        1.649        0.117        0.000        0.000        0.000        0.000
     9.75    49.75    2101        0.094        0.105        0.082        0.214        2.684        1.952        1.645        0.117        0.000        0.000        0.000        0.000
     9.75    49.75    2102        0.099        0.100        0.080        0.213        2.677        1.953        1.648        0.115        0.000        0.000        0.000        0.000
     9.75    49.75    2103        0.129        0.127        0.095        0.231        2.701        1.973        1.643        0.112        0.000        0.000        0.000        0.000
     9.75    49.75    2104        0.143        0.138        0.101        0.254        2.681        1.980        1.667        0.131        0.000        0.000        0.000        0.000
     9.75    49.75    2105        0.139        0.136        0.101        0.242        2.727        1.951        1.660        0.126        0.000        0.000        0.000        0.000
     9.75    49.75    2106        0.135        0.130        0.100        0.235        2.671        1.963        1.671        0.124        0.000        0.000        0.000        0.000
     9.75    49.75    2107        0.129        0.123        0.098        0.238        2.608        1.941        1.675        0.118        0.000        0.000        0.000        0.000
     9.75    49.75    2108        0.141        0.148        0.103        0.252        2.614        1.950        1.666        0.116        0.000        0.000        0.000        0.000
     9.75    49.75    2109        0.138        0.152        0.103        0.247        2.619        1.949        1.666        0.115        0.000        0.000        0.000        0.000
     9.75    49.75    2110        0.142        0.148        0.106        0.245        2.678        1.948        1.709        0.112        0.000        0.000        0.000        0.000
     9.75    49.75    2111        0.140        0.141        0.109        0.250        2.723        1.962        1.701        0.110        0.000        0.000        0.000        0.000
     9.75    49.75    2112        0.141        0.143        0.106        0.250        2.699        1.958        1.708        0.109        0.000        0.000        0.000        0.000
     9.75    49.75    2113        0.134        0.143        0.109        0.252        2.752        1.958        1.711        0.107        0.000        0.000        0.000        0.000
     9.75    49.75    2114        0.137        0.134        0.109        0.258        2.682        1.980        1.756        0.106        0.000        0.000        0.000        0.000
     9.75    49.75    2115        0.137        0.131        0.110        0.249        2.669        1.994        1.722        0.099        0.000        0.000        0.000        0.000
     9.75    49.75    2116        0.138        0.133        0.108        0.242        2.634        1.980        1.748        0.097        0.000        0.000        0.000        0.000
     9.75    49.75    2117        0.144        0.135        0.114        0.244        2.566        1.975        1.746        0.096        0.000        0.000        0.000        0.000
     9.75    49.75    2118        0.146        0.139        0.110        0.243        2.578        1.989        1.738        0.095        0.000        0.000        0.000        0.000
     9.75    49.75    2119        0.143        0.135        0.111        0.240        2.584        1.995        1.736        0.093        0.000        0.000        0.000        0.000
     9.75    49.75    2120        0.159        0.142        0.117        0.239        2.605        1.997        1.740        0.093        0.000        0.000        0.000        0.000
     9.75    49.75    2121        0.157        0.142        0.120        0.242        2.663        1.978        1.746        0.092        0.000        0.000        0.000        0.000
     9.75    49.75    2122        0.166        0.150        0.109        0.250        2.618        1.996        1.737        0.091        0.000        0.000        0.000        0.000
     9.75    49.75    2123        0.160        0.153        0.111        0.252        2.701        1.999        1.755        0.090        0.000        0.000        0.000        0.000
     9.75    49.75    2124        0.158        0.149        0.110        0.249        2.640        1.999        1.780        0.090        0.000        0.000        0.000        0.000
     9.75    49.75    2125        0.158        0.158        0.115        0.259        2.627        1.999        1.800        0.089        0.000        0.000        0.000        0.000
     9.75    49.75    2126        0.158        0.147        0.113        0.258        2.566        1.998        1.859        0.088        0.000        0.000        0.000        0.000
     9.75    49.75    2127        0.161        0.152        0.111        0.251        2.369        1.982        1.887        0.090        0.000        0.000        0.000        0.000
     9.75    49.75    2128        0.157        0.150        0.109        0.242        2.410        1.985        1.813        0.171        0.000        0.000        0.000        0.000
     9.75    49.75    2129        0.159        0.149        0.111        0.234        2.439        1.955        1.917        0.167        0.000        0.000        0.000        0.000
     9.75    49.75    2130        0.171        0.161        0.111        0.233        2.464        1.981        1.914        0.163        0.000        0.000        0.000        0.000
    13.75    55.75    1980        0.007        0.086        0.039        0.602        2.749        1.506        1.044        0.800        0.000        0.000        0.000        0.000
    13.75    55.75    1981        0.007        0.089        0.042        0.613        2.652        1.496        1.044        0.776        0.000        0.000        0.000        0.000
    13.75    55.75    1982        0.011        0.088        0.044        0.624        2.698        1.510        1.047        0.753        0.000        0.000        0.000        0.000
    13.75    55.75    1983        0.015        0.101        0.042        0.633        2.675        1.517        1.051        0.732        0.000        0.000        0.000        0.000
    13.75    55.75    1984        0.016        0.099        0.042        0.645        2.643        1.524        1.053        0.719        0.000        0.000        0.000        0.000
    13.75    55.75    1985        0.015        0.094        0.046        0.659        2.730        1.529        1.061        0.707        0.000        0.000        0.000        0.000
    13.75    55.75    1986        0.014        0.093        0.044        0.676        2.736        1.534        1.064        0.691        0.000        0.000        0.000        0.000
    13.75    55.75    1987        0.011        0.097        0.048        0.687        2.744        1.524        1.068        0.671        0.000        0.000        0.000        0.000
    13.75    55.75    1988        0.007        0.102        0.053        0.695        2.699        1.532        1.070        0.648        0.000        0.000        0.000        0.000
    13.75    55.75    1989        0.011        0.099        0.050        0.708        2.705        1.522        1.070        0.628        0.000        0.000        0.000        0.000
    13.75    55.75    1990        0.014        0.102        0.050        0.718        2.702        1.520        1.074        0.612        0.000        0.000        0.000        0.000
    13.75    55.75    1991        0.017        0.108        0.051        0.731        2.628        1.514        1.075        0.593        0.000        0.000        0.000        0.000
    13.75    55.75    1992        0.021        0.105        0.053        0.741        2.661        1.509        1.075        0.575        0.000        0.000        0.000        0.000
    13.75    55.75    1993        0.019        0.107        0.052        0.755        2.624        1.497        1.064        0.561        0.000        0.000        0.000        0.000
    13.75    55.75    1994        0.018        0.108        0.055        0.769        2.607        1.501        1.067        0.544        0.000        0.000        0.000        0.000
    13.75    55.75    1995        0.017        0.109        0.052        0.781        2.672        1.498        1.069        0.526        0.000        0.000        0.000        0.000
    13.75    55.75    1996        0.017        0.108        0.053        0.788        2.676        1.508        1.069        0.510        0.000        0.000        0.000        0.000
    13.75    55.75    1997        0.010        0.104        0.048        0.799        2.683        1.504        1.072        0.494        0.000        0.000        0.000        0.000
    13.75    55.75    1998        0.010        0.103        0.052        0.811        2.696        1.498        1.073        0.478        0.000        0.000        0.000        0.000
    13.75    55.75    1999        0.010        0.102        0.052        0.821        2.697        1.488        1.074        0.463        0.000        0.000        0.000        0.000
    13.75    55.75    2000        0.005        0.102        0.052        0.830        2.698        1.473        1.071        0.448        0.000        0.000        0.000        0.000
    13.75    55.75    2001        0.005        0.104        0.050        0.840        2.647        1.458        1.072        0.438        0.000        0.000        0.000        0.000
    13.75    55.75    2002        0.005        0.101        0.051        0.856        2.671        1.432        1.074        0.424        0.000        0.000        0.000        0.000
    13.75    55.75    2003        0.004        0.103        0.054        0.865        2.657        1.426        1.075        0.410        0.000        0.000        0.000        0.000
    13.75    55.75    2004        0.001        0.102        0.053        0.874        2.594        1.441        1.080        0.397        0.000        0.000        0.000        0.000
    13.75    55.75    2005        0.001        0.102        0.056        0.885        2.625        1.453        1.092        0.437        0.000        0.000        0.000        0.000
    13.75    55.75    2006        0.001        0.099        0.055        0.895        2.615        1.469        1.095        0.501        0.000        0.000        0.000        0.000
    13.75    55.75    2007        0.000        0.106        0.055        0.913        2.620        1.479        1.094        0.477        0.000        0.000        0.000        0.000
    13.75    55.75    2008        0.000        0.110        0.060        0.915        2.651        1.513        1.093        0.453        0.000        0.000        0.000        0.000
    13.75    55.75    2009        0.000        0.112        0.061        0.925        2.643        1.553        1.093        0.432        0.000        0.000        0.000        0.000
    13.75    55.75    2010        0.000        0.113        0.064        0.935        2.673        1.568        1.093        0.411        0.000        0.000        0.000        0.000
    13.75    55.75    2011        0.000        0.121        0.067        0.915        2.631        1.565        1.085        0.405        0.000        0.000        0.000        0.000
    13.75    55.75    2012        0.000        0.119        0.076        0.899        2.664        1.554        1.084        0.402        0.000        0.000        0.000        0.000
    13.75    55.75    2013        0.000        0.125        0.072        0.888        2.648        1.555        1.081        0.396        0.000        0.000        0.000        0.000
    13.75    55.75    2014        0.000        0.132        0.072        0.880        2.591        1.556        1.081        0.388        0.000        0.000        0.000        0.000
    13.75    55.75    2015        0.000        0.128        0.076        0.864        2.615        1.558        1.084        0.385        0.000        0.000        0.000        0.000
    13.75    55.75    2016        0.001        0.136        0.081        0.847        2.571        1.581        1.078        0.380        0.000        0.000        0.000        0.000
    13.75    55.75    2017        0.001        0.139        0.079        0.836        2.589        1.580        1.139        0.378        0.000        0.000        0.000        0.000
    13.75    55.75    2018        0.001        0.143        0.082        0.831        2.627        1.577        1.152        0.374        0.000        0.000        0.000        0.000
    13.75    55.75    2019        0.001        0.148        0.086        0.823        2.617        1.576        1.152        0.369        0.000        0.000        0.000        0.000
    13.75    55.75    2020        0.002        0.153        0.091        0.809        2.583        1.587        1.196        0.363        0.000        0.000        0.000        0.000
    13.75    55.75    2021        0.003        0.161        0.091        0.797        2.526        1.584        1.210        0.357        0.000        0.000        0.000        0.000
    13.75    55.75    2022        0.004        0.164        0.097        0.788        2.539        1.585        1.195        0.352        0.000        0.000        0.000        0.000
    13.75    55.75    2023        0.005        0.169        0.107        0.783        2.481        1.587        1.194        0.348        0.000        0.000        0.000        0.000
    13.75    55.75    2024        0.007        0.177        0.106        0.773        2.482        1.591        1.191        0.343        0.000        0.000        0.000        0.000
    13.75    55.75    2025        0.009        0.174        0.110        0.766        2.558        1.591        1.193        0.343        0.000        0.000        0.000        0.000
    13.75    55.75    2026        0.013        0.186        0.111        0.768        2.516        1.591        1.195        0.339        0.000        0.000        0.000        0.000
    13.75    55.75    2027        0.015        0.190        0.121        0.761        2.536        1.592        1.196        0.336        0.000        0.000        0.000        0.000
    13.75    55.75    2028        0.019        0.194        0.127        0.760        2.578        1.590        1.196        0.333        0.000        0.000        0.000        0.000
    13.75    55.75    2029        0.023        0.199        0.131        0.755        2.579        1.598        1.194        0.330        0.000        0.000        0.000        0.000
    13.75    55.75    2030        0.025        0.211        0.130        0.748        2.574        1.581        1.195        0.326        0.000        0.000        0.000        0.000
    13.75    55.75    2031        0.029        0.217        0.136        0.745        2.496        1.586        1.196        0.326        0.000        0.000        0.000        0.000
    13.75    55.75    2032        0.033        0.219        0.140        0.739        2.559        1.604        1.217        0.323        0.000        0.000        0.000        0.000
    13.75    55.75    2033        0.034        0.223        0.151        0.741        2.536        1.589        1.216        0.378        0.000        0.000        0.000        0.000
    13.75    55.75    2034        0.037        0.226        0.154        0.747        2.561        1.593        1.218        0.375        0.000        0.000        0.000        0.000
    13.75    55.75    2035        0.037        0.225        0.149        0.749        2.641        1.590        1.220        0.372        0.000        0.000        0.000        0.000
    13.75    55.75    2036        0.036        0.234        0.148        0.745        2.595        1.655        1.223        0.364        0.000        0.000        0.000        0.000
    13.75    55.75    2037        0.037        0.229        0.154        0.739        2.619        1.641        1.222        0.363        0.000        0.000        0.000        0.000
    13.75    55.75    2038        0.036        0.228        0.154        0.744        2.663        1.671        1.220        0.359        0.000        0.000        0.000        0.000
    13.75    55.75    2039        0.038        0.231        0.161        0.739        2.661        1.649        1.222        0.356        0.000        0.000        0.000        0.000
    13.75    55.75    2040        0.037        0.231        0.157        0.733        2.604        1.638        1.222        0.352        0.000        0.000        0.000        0.000
    13.75    55.75    2041        0.036        0.233        0.157        0.729        2.522        1.639        1.222        0.350        0.000        0.000        0.000        0.000
    13.75    55.75    2042        0.037        0.226        0.153        0.733        2.550        1.642        1.222        0.347        0.000        0.000        0.000        0.000
    13.75    55.75    2043        0.037        0.227        0.160        0.725        2.499        1.650        1.233        0.346        0.000        0.000        0.000        0.000
    13.75    55.75    2044        0.037        0.217        0.158        0.721        2.535        1.645        1.248        0.344        0.000        0.000        0.000        0.000
    13.75    55.75    2045        0.035        0.217        0.158        0.725        2.598        1.640        1.248        0.342        0.000        0.000        0.000        0.000
    13.75    55.75    2046        0.036        0.213        0.150        0.728        2.528        1.634        1.251        0.340        0.000        0.000        0.000        0.000
    13.75    55.75    2047        0.037        0.205        0.147        0.726        2.549        1.634        1.259        0.340        0.000        0.000        0.000        0.000
    13.75    55.75    2048        0.037        0.213        0.147        0.725        2.631        1.637        1.246        0.338        0.000        0.000        0.000        0.000
    13.75    55.75    2049        0.037        0.220        0.140        0.727        2.609        1.635        1.281        0.336        0.000        0.000        0.000        0.000
    13.75    55.75    2050        0.038        0.224        0.140        0.733        2.570        1.636        1.280        0.334        0.000        0.000        0.000        0.000
    13.75    55.75    2051        0.037        0.223        0.142        0.724        2.458        1.635        1.281        0.331        0.000        0.000        0.000        0.000
    13.75    55.75    2052        0.037        0.210        0.140        0.718        2.490        1.637        1.315        0.331        0.000        0.000        0.000        0.000
    13.75    55.75    2053        0.039        0.207        0.131        0.720        2.415        1.661        1.318        0.329        0.000        0.000        0.000        0.000
    13.75    55.75    2054        0.040        0.208        0.124        0.726        2.448        1.671        1.319        0.326        0.000        0.000        0.000        0.000
    13.75    55.75    2055        0.039        0.207        0.119        0.732        2.556        1.608        1.319        0.322        0.000        0.000        0.000        0.000
    13.75    55.75    2056        0.038        0.187        0.119        0.737        2.538        1.613        1.325        0.320        0.000        0.000        0.000        0.000
    13.75    55.75    2057        0.038        0.196        0.119        0.725        2.561        1.614        1.316        0.316        0.000        0.000        0.000        0.000
    13.75    55.75    2058        0.038        0.198        0.122        0.723        2.639        1.593        1.316        0.315        0.000        0.000        0.000        0.000
